frame,speed_mps,dist_m,total_dist_m
1051,2.34,0.08,119.32
1052,1.61,0.07,119.39
1053,1.42,0.01,119.4
1054,2.22,0.06,119.46
1055,2.68,0.15,119.61
1056,2.14,0.06,119.67
1057,0.73,0.01,119.68
1058,0.53,0.01,119.68
1059,1.12,0.04,119.72
1060,2.1,0.07,119.79
1061,2.91,0.11,119.89
1062,4.43,0.12,120.01
1063,5.03,0.22,120.23
1064,4.63,0.17,120.4
1065,3.39,0.08,120.47
1066,3.61,0.1,120.57
1067,4.16,0.19,120.76
1068,4.41,0.13,120.89
1069,3.16,0.12,121.01
1070,2.04,0.06,121.07
1071,1.62,0.02,121.09
1072,1.89,0.08,121.17
1073,2.33,0.09,121.26
1074,4.2,0.06,121.33
1075,4.18,0.27,121.59
1076,3.74,0.09,121.68
1077,2.31,0.02,121.7
1078,4.39,0.12,121.82
1079,6.89,0.3,122.12
1080,7.93,0.27,122.39
1081,6.15,0.23,122.62
1082,3.87,0.12,122.74
1083,2.82,0.04,122.78
1084,2.32,0.12,122.9
1085,2.86,0.07,122.97
1086,2.83,0.09,123.06
1087,2.58,0.12,123.18
1088,2.04,0.04,123.23
1089,1.64,0.04,123.27
1090,3.16,0.08,123.35
1091,4.29,0.2,123.54
1092,4.28,0.15,123.69
1093,2.74,0.08,123.77
1094,1.59,0.04,123.81
1095,1.18,0.04,123.85
1096,1.23,0.04,123.89
1097,1.23,0.05,123.94
1098,1.03,0.04,123.98
1099,1.82,0.02,123.99
1100,1.53,0.12,124.12
1101,2.45,0.01,124.13
1102,2.41,0.11,124.24
1103,3.65,0.12,124.36
1104,3.82,0.13,124.49
1105,3.52,0.13,124.62
1106,2.46,0.09,124.71
1107,1.8,0.03,124.74
1108,1.65,0.06,124.8
1109,2.8,0.08,124.88
1110,3.62,0.14,125.02
1111,4.21,0.14,125.16
1112,3.15,0.13,125.3
1113,2.55,0.04,125.33
1114,2.25,0.08,125.42
1115,3.07,0.11,125.52
1116,4.51,0.12,125.64
1117,3.73,0.23,125.87
1118,2.92,0.03,125.9
1119,1.47,0.04,125.93
1120,1.75,0.08,126.02
1121,2.56,0.05,126.07
1122,2.97,0.12,126.19
1123,3.75,0.12,126.31
1124,2.83,0.13,126.45
1125,2.34,0.03,126.47
1126,1.81,0.07,126.55
1127,3.43,0.08,126.63
1128,4.59,0.19,126.82
1129,5.3,0.19,127.01
1130,3.78,0.15,127.16
1131,3.04,0.04,127.19
1132,3.18,0.12,127.31
1133,4.68,0.16,127.47
1134,5.71,0.19,127.66
1135,4.56,0.22,127.88
1136,3.4,0.05,127.93
1137,1.57,0.07,128.0
1138,1.43,0.04,128.04
1139,1.44,0.04,128.07
1140,2.19,0.07,128.15
1141,2.55,0.11,128.26
1142,2.63,0.07,128.33
1143,2.59,0.08,128.41
1144,3.53,0.11,128.52
1145,3.94,0.17,128.68
1146,5.17,0.12,128.8
1147,4.15,0.23,129.03
1148,3.4,0.06,129.1
1149,1.82,0.05,129.14
1150,1.9,0.07,129.22
1151,2.09,0.07,129.29
1152,2.28,0.06,129.35
1153,2.57,0.09,129.44
1154,2.34,0.1,129.54
1155,5.84,0.04,129.59
1156,7.89,0.44,130.03
1157,8.99,0.31,130.33
1158,5.32,0.15,130.48
1159,3.4,0.08,130.56
1160,2.65,0.11,130.67
1161,3.05,0.08,130.75
1162,3.84,0.12,130.86
1163,4.27,0.19,131.06
1164,4.33,0.12,131.18
1165,3.23,0.12,131.3
1166,2.49,0.08,131.38
1167,1.74,0.04,131.43
1168,2.12,0.05,131.47
1169,1.87,0.12,131.59
1170,2.56,0.02,131.61
1171,1.44,0.12,131.73
1172,1.25,0.01,131.74
1173,0.48,0.0,131.74
1174,0.87,0.04,131.78
1175,1.3,0.05,131.83
1176,1.38,0.04,131.87
1177,1.45,0.05,131.91
1178,1.31,0.06,131.97
1179,2.19,0.03,132.0
1180,2.97,0.14,132.13
1181,3.54,0.13,132.27
1182,2.67,0.08,132.35
1183,3.25,0.05,132.4
1184,2.49,0.19,132.59
1185,3.14,0.01,132.6
1186,1.6,0.11,132.71
1187,1.93,0.04,132.75
1188,1.4,0.04,132.79
1189,1.85,0.06,132.85
1190,1.61,0.08,132.94
1191,1.93,0.02,132.96
1192,2.47,0.09,133.05
1193,3.45,0.14,133.18
1194,3.27,0.12,133.3
1195,2.89,0.07,133.37
1196,2.24,0.1,133.47
1197,2.33,0.05,133.53
1198,3.31,0.08,133.61
1199,3.77,0.2,133.8
1200,3.59,0.1,133.9
1201,3.88,0.06,133.97
1202,3.63,0.23,134.19
1203,5.57,0.07,134.27
1204,5.17,0.26,134.52
1205,6.27,0.19,134.71
1206,5.53,0.18,134.89
1207,8.77,0.18,135.08
1208,9.16,0.51,135.59
1209,14.32,0.22,135.81
1210,11.18,0.7,136.51
1211,9.67,0.2,136.7
1212,3.24,0.07,136.77
1213,1.78,0.06,136.83
1214,1.16,0.05,136.88
1215,1.71,0.01,136.89
1216,2.9,0.11,137.0
1217,3.62,0.17,137.17
1218,4.71,0.08,137.25
1219,3.99,0.22,137.47
1220,3.64,0.1,137.57
1221,2.67,0.05,137.62
1222,2.85,0.12,137.74
1223,2.67,0.12,137.86
1224,2.16,0.03,137.88
1225,2.12,0.07,137.96
1226,2.03,0.11,138.07
1227,2.34,0.02,138.09
1228,4.75,0.1,138.19
1229,6.45,0.35,138.54
1230,6.97,0.19,138.73
1231,4.68,0.16,138.89
1232,3.66,0.12,139.01
1233,2.64,0.09,139.1
1234,2.11,0.06,139.15
1235,1.89,0.07,139.22
1236,3.35,0.06,139.29
1237,3.1,0.2,139.49
1238,2.84,0.04,139.53
1239,2.39,0.04,139.57
1240,3.92,0.16,139.73
1241,3.95,0.2,139.92
1242,5.8,0.04,139.97
1243,10.1,0.34,140.31
1244,11.5,0.63,140.93
1245,8.8,0.18,141.12
1246,2.92,0.07,141.19
1247,1.89,0.04,141.23
1248,2.07,0.08,141.3
1249,2.13,0.09,141.39
1250,1.72,0.04,141.44
1251,2.15,0.04,141.48
1252,3.22,0.13,141.61
1253,3.75,0.15,141.76
1254,2.83,0.09,141.85
1255,1.98,0.04,141.89
1256,1.34,0.07,141.96
1257,11.34,0.03,141.99
1263,11.7,1.04,143.03
1264,12.21,0.1,143.13
1265,3.65,0.08,143.21
1266,3.81,0.19,143.39
1267,4.05,0.12,143.51
1268,2.62,0.1,143.61
1269,2.48,0.04,143.65
1270,3.09,0.1,143.76
1271,4.38,0.16,143.92
1272,5.09,0.17,144.09
1273,4.57,0.17,144.27
1274,3.34,0.11,144.38
1275,2.55,0.05,144.43
1276,2.64,0.09,144.52
1277,4.29,0.12,144.64
1278,4.77,0.21,144.86
1279,4.33,0.14,145.0
1280,2.36,0.08,145.07
1281,1.73,0.02,145.09
1282,1.41,0.08,145.17
1283,2.04,0.04,145.22
1284,1.85,0.08,145.3
1285,2.39,0.06,145.36
1286,2.08,0.1,145.46
1287,2.28,0.05,145.5
1288,2.07,0.08,145.59
1289,2.61,0.08,145.66
1290,3.5,0.1,145.77
1291,3.09,0.17,145.94
1292,2.06,0.04,145.97
1293,0.71,0.0,145.97
1294,0.74,0.04,146.01
1295,1.09,0.04,146.04
1296,1.6,0.04,146.08
1297,1.48,0.09,146.17
1298,1.22,0.03,146.19
1299,2.45,0.01,146.2
1300,2.58,0.21,146.41
1301,3.9,0.04,146.45
1302,2.87,0.14,146.59
1303,3.56,0.11,146.7
1304,2.16,0.11,146.81
1305,1.08,0.0,146.81
1306,0.44,0.0,146.81
1307,0.81,0.04,146.85
1308,1.32,0.04,146.89
1309,1.27,0.05,146.94
1310,1.26,0.04,146.98
1311,0.84,0.04,147.01
1312,0.8,0.01,147.02
1313,1.15,0.04,147.06
1314,1.43,0.07,147.13
1315,1.43,0.04,147.17
1316,0.73,0.04,147.2
1317,0.36,0.0,147.2
1318,0.71,0.0,147.2
1319,1.42,0.07,147.27
1320,1.42,0.07,147.34
1321,0.71,0.0,147.34
1322,0.0,0.0,147.34
1323,0.76,0.0,147.34
1324,2.06,0.08,147.42
1325,2.95,0.13,147.55
1326,4.05,0.09,147.64
1327,3.41,0.19,147.82
1328,2.93,0.07,147.89
1329,1.65,0.04,147.93
1330,1.73,0.06,147.99
1331,2.19,0.07,148.06
1332,2.33,0.09,148.15
1333,2.25,0.07,148.22
1334,1.47,0.07,148.29
1335,1.5,0.01,148.3
1336,2.33,0.08,148.37
1337,3.72,0.15,148.52
1338,5.23,0.15,148.67
1339,4.91,0.23,148.9
1340,3.52,0.12,149.01
1341,2.43,0.01,149.02
1342,2.29,0.12,149.14
1343,2.76,0.1,149.24
1344,2.26,0.06,149.3
1345,2.33,0.07,149.37
1346,2.05,0.11,149.47
1347,2.53,0.03,149.5
1348,1.83,0.12,149.62
1349,2.69,0.04,149.66
1350,1.99,0.11,149.77
1351,2.76,0.05,149.82
1352,2.0,0.12,149.93
1353,2.08,0.04,149.97
1354,1.45,0.05,150.03
1355,1.86,0.05,150.08
1356,1.59,0.08,150.16
1357,2.03,0.03,150.19
1358,1.43,0.1,150.28
1359,1.58,0.02,150.3
1360,1.48,0.04,150.34
1361,2.5,0.09,150.43
1362,3.22,0.12,150.55
1363,2.75,0.12,150.67
1364,1.63,0.04,150.7
1365,0.48,0.01,150.71
1366,0.47,0.0,150.71
1367,1.51,0.04,150.75
1368,2.06,0.11,150.87
1369,2.36,0.06,150.92
1370,1.69,0.07,150.99
1371,1.89,0.05,151.03
1372,2.09,0.08,151.11
1373,2.46,0.09,151.2
1374,2.7,0.08,151.28
1375,2.42,0.1,151.38
1376,2.35,0.06,151.44
1377,1.95,0.08,151.51
1378,3.62,0.06,151.57
1379,3.14,0.23,151.8
1380,3.37,0.03,151.83
1381,2.7,0.08,151.91
1382,2.83,0.16,152.07
1383,3.51,0.04,152.11
1384,8.41,0.15,152.26
1385,9.82,0.65,152.91
1386,9.41,0.18,153.09
1387,3.4,0.11,153.2
1388,1.94,0.05,153.25
1389,1.35,0.04,153.29
1390,4.91,0.05,153.34
1391,7.12,0.41,153.74
1392,7.06,0.26,154.0
1393,3.76,0.04,154.04
1394,1.56,0.08,154.12
1395,1.87,0.04,154.16
1396,2.2,0.08,154.23
1397,3.84,0.11,154.34
1398,4.17,0.2,154.54
1399,3.67,0.11,154.65
1400,2.12,0.06,154.71
1401,1.88,0.04,154.75
1402,4.32,0.09,154.84
1403,4.69,0.3,155.14
1404,7.16,0.08,155.22
1405,5.31,0.33,155.55
1406,5.24,0.12,155.67
1407,4.61,0.08,155.74
1408,5.69,0.27,156.01
1409,7.0,0.22,156.24
1410,6.43,0.21,156.44
1411,5.23,0.21,156.66
1412,3.35,0.1,156.76
1413,4.48,0.02,156.78
1414,3.92,0.32,157.1
1415,4.59,0.05,157.15
1416,2.22,0.09,157.24
1417,2.57,0.09,157.33
1418,2.12,0.08,157.41
1419,2.89,0.04,157.45
1420,5.59,0.16,157.62
1421,7.15,0.35,157.97
1422,5.89,0.2,158.17
1423,3.13,0.04,158.2
1424,1.54,0.08,158.28
1425,1.16,0.04,158.32
1426,0.82,0.0,158.32
1427,1.6,0.04,158.36
1428,1.69,0.12,158.48
1429,1.74,0.01,158.49
1430,0.98,0.05,158.54
1431,1.81,0.04,158.58
1432,1.94,0.09,158.67
1433,2.21,0.06,158.73
1434,2.21,0.07,158.8
1435,2.78,0.09,158.89
1436,2.2,0.12,159.01
1437,3.19,0.01,159.02
1438,3.94,0.19,159.21
1439,5.4,0.19,159.4
1440,5.72,0.16,159.56
1441,6.01,0.23,159.78
1442,5.54,0.22,160.0
1443,5.14,0.11,160.11
1444,5.56,0.18,160.3
1445,5.21,0.26,160.56
1446,3.73,0.07,160.63
1447,1.97,0.04,160.67
1448,1.63,0.09,160.76
1449,1.67,0.04,160.8
1450,1.52,0.04,160.84
1451,2.54,0.07,160.91
1452,4.25,0.14,161.05
1453,6.67,0.21,161.26
1454,6.62,0.31,161.58
1455,4.86,0.14,161.71
1456,3.76,0.04,161.75
1457,4.72,0.2,161.95
1458,5.7,0.23,162.19
1459,3.75,0.13,162.32
1460,1.74,0.01,162.33
1461,1.08,0.03,162.36
1462,1.4,0.07,162.43
1463,1.74,0.04,162.47
1464,1.07,0.07,162.53
1465,1.15,0.0,162.53
1466,0.83,0.05,162.58
1467,1.3,0.03,162.62
1468,1.55,0.05,162.66
1469,1.55,0.07,162.74
1470,1.62,0.03,162.77
1471,1.55,0.05,162.82
1472,1.54,0.07,162.89
1473,1.68,0.03,162.92
1474,2.06,0.07,162.99
1475,3.1,0.11,163.1
1476,3.85,0.14,163.23
1477,3.6,0.14,163.38
1478,2.61,0.08,163.46
1479,1.98,0.04,163.5
1480,1.88,0.08,163.57
1481,1.85,0.07,163.65
1482,1.83,0.04,163.68
1483,1.88,0.08,163.76
1484,1.92,0.08,163.83
1485,1.71,0.04,163.87
1486,1.65,0.06,163.93
1487,1.88,0.07,164.0
1488,2.15,0.06,164.06
1489,1.79,0.08,164.14
1490,1.26,0.04,164.18
1491,0.53,0.01,164.19
1492,0.35,0.01,164.2
1493,0.62,0.02,164.21
1494,1.24,0.04,164.25
1495,1.5,0.07,164.32
1496,1.54,0.04,164.36
1497,2.0,0.04,164.4
1498,2.36,0.12,164.52
1499,3.03,0.08,164.6
1500,2.3,0.11,164.7
1501,1.95,0.04,164.75
1502,1.25,0.04,164.79
1503,2.25,0.04,164.83
1504,2.68,0.14,164.97
1505,3.5,0.09,165.06
1506,2.84,0.12,165.18
1507,2.9,0.08,165.26
1508,1.97,0.09,165.35
1509,1.45,0.03,165.38
1510,0.87,0.03,165.4
1511,0.61,0.03,165.44
1512,1.09,0.0,165.44
1513,2.22,0.07,165.51
1514,2.61,0.15,165.66
1515,2.59,0.04,165.7
1516,2.8,0.07,165.77
1517,3.42,0.17,165.94
1518,3.35,0.1,166.04
1519,3.25,0.07,166.11
1520,2.5,0.16,166.26
1521,2.12,0.03,166.29
1522,1.35,0.03,166.32
1523,1.53,0.08,166.4
1524,2.1,0.04,166.44
1525,1.64,0.08,166.53
1526,1.57,0.04,166.56
1527,1.1,0.04,166.6
1528,1.47,0.04,166.64
1529,1.84,0.07,166.71
1530,3.66,0.07,166.79
1531,9.63,0.22,167.0
1532,11.55,0.67,167.67
1533,9.77,0.27,167.94
1534,3.84,0.04,167.98
1535,1.94,0.08,168.06
1536,2.72,0.08,168.14
1537,2.74,0.12,168.25
1538,2.75,0.08,168.33
1539,2.4,0.08,168.41
1540,2.01,0.08,168.49
1541,1.62,0.04,168.53
1542,2.21,0.04,168.57
1543,2.51,0.14,168.71
1544,2.59,0.07,168.78
1545,2.02,0.05,168.83
1546,2.14,0.08,168.92
1547,2.51,0.08,169.0
1548,2.42,0.09,169.08
1549,2.27,0.07,169.16
1550,1.61,0.07,169.22
1551,1.14,0.02,169.24
1552,0.84,0.03,169.27
1553,1.2,0.04,169.31
1554,2.14,0.05,169.36
1555,4.91,0.12,169.49
1556,4.76,0.31,169.8
1557,3.97,0.04,169.84
1558,1.99,0.04,169.88
1559,2.38,0.12,170.0
1560,2.34,0.08,170.08
1561,1.59,0.04,170.12
1562,0.9,0.04,170.16
1563,0.69,0.01,170.17
1564,0.66,0.02,170.19
1565,1.09,0.04,170.22
1566,1.18,0.05,170.28
1567,1.23,0.03,170.3
1568,1.1,0.04,170.35
1569,1.29,0.04,170.39
1570,2.0,0.05,170.43
1571,2.74,0.11,170.55
1572,2.36,0.11,170.66
1573,2.71,0.01,170.67
1574,1.96,0.15,170.82
1575,2.25,0.04,170.86
1576,1.14,0.04,170.89
1577,2.59,0.04,170.93
1578,4.03,0.18,171.11
1579,4.73,0.18,171.3
1580,2.9,0.11,171.4
1581,1.45,0.0,171.4
1582,1.45,0.04,171.44
1583,2.54,0.11,171.55
1584,3.25,0.11,171.66
1585,2.9,0.11,171.77
1586,1.81,0.07,171.84
1587,1.08,0.0,171.84
1588,5.12,0.04,171.88
1589,8.79,0.48,172.35
1590,10.25,0.37,172.72
1591,6.58,0.18,172.9
1592,3.63,0.11,173.01
1593,2.64,0.07,173.08
1594,2.3,0.08,173.16
1595,3.0,0.08,173.24
1596,2.53,0.14,173.38
1597,2.14,0.04,173.42
1598,1.09,0.04,173.45
1599,1.17,0.04,173.49
1600,1.61,0.04,173.53
1601,2.27,0.08,173.62
1602,3.29,0.1,173.72
1603,4.36,0.15,173.86
1604,4.21,0.19,174.05
1605,4.01,0.09,174.14
1606,3.27,0.13,174.26
1607,3.31,0.11,174.38
1608,2.75,0.09,174.47
1609,2.57,0.07,174.54
1610,2.17,0.1,174.64
1611,2.09,0.05,174.69
1612,2.32,0.06,174.75
1613,2.98,0.12,174.87
1614,6.79,0.12,174.98
1615,5.7,0.44,175.43
1616,5.28,0.01,175.44
1617,3.09,0.07,175.51
1618,5.71,0.23,175.74
1619,6.96,0.27,176.01
1620,9.04,0.2,176.21
1621,9.19,0.43,176.64
1622,8.4,0.29,176.93
1623,5.72,0.12,177.05
1624,3.92,0.16,177.21
1628,3.14,0.11,177.32
1629,3.11,0.04,177.36
1630,3.73,0.16,177.52
1631,4.67,0.17,177.69
1632,5.03,0.14,177.83
1633,4.97,0.2,178.03
1634,4.76,0.16,178.19
1635,4.33,0.12,178.31
1636,3.18,0.15,178.46
1637,2.29,0.05,178.51
1638,3.08,0.03,178.53
1639,3.28,0.23,178.77
1640,3.42,0.07,178.83
1641,1.88,0.04,178.88
1642,1.88,0.08,178.96
1643,3.15,0.07,179.02
1644,3.4,0.17,179.19
1645,3.43,0.1,179.3
1646,1.93,0.07,179.37
1647,2.2,0.02,179.38
1648,5.6,0.13,179.52
1651,7.75,0.41,179.93
1652,7.04,0.23,180.16
1653,4.36,0.06,180.22
1654,5.09,0.14,180.36
1655,6.06,0.31,180.67
1656,6.82,0.16,180.83
1657,5.38,0.22,181.04
1658,4.37,0.16,181.21
1659,2.57,0.06,181.26
1660,6.5,0.04,181.3
1661,9.26,0.55,181.86
1662,10.87,0.33,182.19
1663,7.09,0.2,182.39
1664,4.89,0.18,182.56
1665,5.15,0.11,182.68
1666,6.38,0.22,182.9
1667,6.61,0.3,183.2
1668,6.52,0.14,183.34
1669,4.55,0.21,183.55
1670,3.44,0.1,183.66
1671,2.81,0.03,183.68
1672,3.92,0.15,183.84
1673,6.49,0.21,184.05
1674,7.72,0.28,184.33
1675,8.01,0.27,184.61
1676,5.78,0.24,184.85
1677,4.5,0.06,184.91
1678,6.29,0.15,185.06
1679,10.44,0.42,185.48
1680,11.75,0.47,185.95
1681,9.03,0.28,186.23
1682,4.59,0.15,186.38
1683,2.46,0.03,186.41
1684,1.56,0.06,186.48
1685,1.6,0.06,186.54
1686,1.2,0.03,186.57
1687,1.37,0.02,186.6
1688,1.34,0.08,186.68
1689,2.65,0.03,186.71
1690,2.71,0.16,186.86
1691,4.26,0.09,186.95
1692,4.87,0.19,187.13
1693,5.89,0.22,187.35
1694,4.36,0.19,187.54
1695,2.73,0.03,187.57
1696,1.49,0.05,187.62
1697,2.11,0.06,187.69
1698,1.9,0.09,187.78
1699,2.24,0.03,187.81
1700,1.38,0.1,187.91
1701,2.37,0.01,187.92
1702,1.87,0.13,188.05
1703,2.82,0.05,188.1
1704,2.81,0.1,188.2
1705,3.35,0.13,188.33
1706,2.4,0.1,188.43
1707,2.83,0.01,188.44
1708,2.91,0.17,188.61
1709,3.25,0.11,188.72
1710,2.89,0.04,188.77
1711,2.89,0.14,188.9
1712,2.72,0.11,189.01
1713,1.97,0.03,189.04
1714,1.34,0.06,189.1
1715,1.45,0.05,189.15
1716,1.53,0.04,189.18
1717,1.76,0.07,189.25
1718,2.06,0.07,189.32
1719,1.86,0.07,189.39
1720,2.66,0.05,189.44
1721,3.58,0.15,189.59
1722,4.08,0.16,189.75
1723,3.27,0.1,189.84
1724,2.05,0.07,189.91
1725,2.19,0.04,189.95
1726,2.54,0.11,190.06
1727,2.6,0.1,190.17
1728,2.12,0.04,190.21
1729,2.2,0.06,190.28
1730,1.85,0.11,190.39
1731,1.66,0.01,190.4
1732,1.46,0.04,190.44
1733,2.31,0.09,190.54
1734,2.83,0.09,190.63
1735,2.77,0.1,190.73
1736,2.1,0.09,190.81
1737,1.59,0.03,190.84
1738,1.25,0.04,190.88
1739,1.42,0.05,190.94
1740,1.15,0.04,190.98
1741,0.62,0.02,191.0
1742,0.27,0.0,191.0
1743,0.18,0.01,191.01
1744,0.75,0.01,191.02
1745,2.58,0.06,191.07
1746,3.51,0.19,191.27
1747,3.97,0.1,191.37
1748,2.31,0.1,191.47
1749,2.47,0.03,191.5
1750,2.17,0.12,191.62
1751,2.53,0.07,191.69
1752,3.67,0.06,191.75
1753,4.52,0.23,191.98
1754,4.63,0.16,192.14
1755,2.88,0.07,192.21
1756,2.07,0.06,192.27
1757,1.7,0.08,192.35
1758,1.31,0.04,192.38
1759,1.29,0.02,192.4
1760,1.65,0.07,192.48
1761,2.25,0.07,192.55
1762,2.62,0.08,192.63
1763,5.98,0.11,192.74
1764,8.67,0.41,193.15
1765,9.0,0.35,193.49
1766,6.11,0.14,193.64
1767,3.32,0.12,193.76
1768,6.19,0.07,193.83
1769,7.42,0.43,194.26
1770,8.04,0.24,194.5
1771,4.11,0.13,194.63
1772,2.1,0.04,194.67
1773,2.04,0.04,194.71
1774,2.93,0.13,194.83
1775,3.79,0.13,194.96
1776,5.0,0.13,195.09
1777,8.39,0.25,195.33
1778,8.28,0.47,195.8
1779,6.59,0.12,195.92
1780,3.46,0.08,195.99
1781,3.43,0.15,196.15
1782,3.43,0.11,196.26
1783,2.64,0.08,196.34
1784,1.51,0.07,196.41
1785,1.2,0.0,196.41
1786,1.21,0.05,196.46
1787,3.49,0.08,196.53
1788,3.94,0.23,196.76
1789,4.75,0.09,196.85
1790,2.85,0.16,197.01
1791,4.51,0.04,197.04
1792,4.05,0.26,197.3
1793,4.17,0.11,197.41
1794,2.48,0.05,197.46
1795,2.16,0.09,197.55
1796,2.03,0.08,197.63
1797,1.81,0.04,197.66
1798,1.84,0.07,197.73
1799,2.58,0.08,197.81
1800,2.77,0.11,197.92
1801,4.56,0.09,198.01
1802,4.21,0.26,198.27
1803,5.69,0.08,198.34
1804,4.85,0.23,198.58
1805,4.28,0.18,198.75
1806,3.06,0.02,198.77
1807,2.34,0.11,198.88
1808,2.72,0.11,198.99
1809,2.3,0.05,199.04
1810,2.12,0.07,199.11
1811,2.99,0.09,199.2
1812,3.64,0.14,199.34
1813,4.39,0.14,199.48
1814,3.42,0.16,199.64
1815,4.96,0.04,199.68
1816,5.63,0.29,199.97
1817,7.64,0.23,200.2
1818,6.76,0.25,200.45
1819,7.51,0.2,200.65
1820,6.12,0.3,200.95
1821,4.28,0.11,201.06
1822,2.25,0.02,201.08
1823,1.85,0.1,201.18
1824,1.85,0.07,201.24
1825,2.14,0.02,201.26
1826,1.48,0.13,201.39
1827,1.97,0.0,201.39
1828,1.03,0.07,201.46
1829,2.34,0.04,201.5
1830,2.01,0.13,201.63
1831,2.32,0.03,201.66
1832,1.35,0.07,201.73
1833,1.86,0.03,201.76
1834,1.72,0.08,201.85
1835,2.38,0.05,201.9
1836,2.45,0.1,202.0
1837,2.74,0.09,202.09
1838,2.0,0.08,202.17
1839,1.77,0.03,202.2
1840,2.06,0.07,202.27
1841,2.98,0.11,202.38
1842,3.42,0.12,202.5
1843,3.79,0.11,202.61
1844,3.0,0.15,202.76
1845,4.17,0.04,202.8
1845,5.33,0.23,203.03
1846,6.37,0.27,203.29
1847,4.95,0.14,203.44
1848,3.08,0.09,203.52
1849,2.1,0.08,203.6
1850,1.62,0.04,203.64
1851,1.53,0.04,203.68
1852,1.79,0.07,203.75
1853,1.76,0.07,203.82
1854,1.42,0.04,203.86
1855,0.99,0.04,203.9
1856,0.71,0.03,203.92
1857,0.44,0.01,203.93
1858,0.57,0.01,203.94
1859,1.19,0.04,203.98
1860,1.46,0.07,204.05
1861,1.42,0.04,204.09
1862,1.06,0.04,204.12
1863,1.45,0.04,204.16
1864,1.36,0.07,204.23
1865,1.76,0.03,204.26
1866,2.53,0.08,204.33
1867,3.5,0.15,204.48
1868,3.49,0.12,204.61
1869,3.55,0.07,204.68
1870,3.12,0.16,204.84
1871,3.97,0.08,204.92
1872,3.43,0.16,205.08
1873,2.99,0.1,205.18
1874,1.49,0.04,205.22
1875,0.72,0.01,205.23
1876,1.01,0.03,205.25
1877,2.52,0.06,205.32
1878,3.81,0.16,205.48
1879,5.11,0.16,205.63
1880,4.67,0.2,205.83
1881,3.88,0.12,205.95
1882,2.02,0.08,206.02
1883,3.22,0.01,206.03
1884,4.06,0.24,206.27
1885,5.93,0.16,206.43
1886,4.0,0.2,206.63
1887,3.56,0.04,206.67
1888,2.52,0.12,206.79
1889,2.92,0.09,206.88
1890,3.73,0.08,206.96
1891,3.2,0.2,207.16
1892,3.15,0.04,207.2
1893,1.59,0.08,207.28
1894,2.39,0.04,207.32
1895,1.99,0.12,207.44
1896,1.97,0.04,207.48
1897,0.78,0.04,207.52
1898,0.39,0.0,207.52
1899,0.0,0.0,207.52
1900,0.09,0.0,207.52
1901,0.28,0.01,207.52
1902,0.47,0.02,207.54
1903,0.56,0.02,207.56
1904,0.78,0.02,207.58
1905,1.37,0.04,207.62
1906,1.58,0.08,207.7
1907,1.57,0.04,207.74
1908,1.57,0.04,207.78
1909,1.73,0.08,207.86
1910,1.53,0.06,207.91
1911,1.44,0.02,207.93
1912,1.91,0.07,208.0
1913,2.33,0.1,208.1
1914,2.63,0.06,208.16
1915,2.87,0.1,208.26
1916,3.08,0.13,208.39
1917,2.35,0.08,208.47
1918,1.45,0.03,208.5
1919,2.21,0.04,208.54
1920,4.99,0.16,208.69
1921,5.42,0.31,209.0
1922,4.26,0.08,209.08
1923,3.13,0.04,209.12
1924,2.84,0.19,209.31
1925,4.74,0.05,209.36
1926,3.34,0.23,209.59
1927,3.4,0.05,209.64
1928,1.3,0.06,209.7
1929,1.57,0.02,209.72
1930,2.2,0.08,209.8
1931,3.64,0.12,209.92
1932,3.58,0.16,210.09
1933,3.56,0.07,210.16
1934,2.35,0.12,210.28
1935,2.72,0.04,210.32
1936,1.93,0.11,210.43
1937,1.97,0.04,210.47
1938,1.32,0.05,210.52
1939,1.72,0.05,210.56
1940,2.0,0.08,210.64
1941,2.27,0.07,210.72
1942,2.97,0.07,210.79
1943,3.08,0.15,210.94
1944,2.87,0.09,211.03
1945,1.77,0.05,211.08
1946,1.31,0.04,211.12
1947,1.97,0.04,211.16
1948,2.73,0.12,211.27
1949,3.66,0.12,211.39
1950,3.43,0.13,211.52
1951,2.72,0.09,211.62
1952,1.78,0.04,211.66
1953,1.54,0.04,211.7
1954,1.37,0.07,211.77
1955,1.61,0.03,211.8
1956,2.03,0.06,211.86
1957,2.92,0.11,211.97
1958,2.63,0.12,212.09
1959,2.82,0.04,212.13
1960,3.6,0.13,212.26
1961,5.8,0.19,212.45
1962,7.47,0.25,212.71
1963,7.16,0.3,213.0
1964,5.32,0.16,213.17
1965,3.49,0.07,213.24
1966,3.99,0.12,213.35
1967,5.5,0.21,213.57
1968,7.35,0.22,213.79
1969,7.24,0.3,214.09
1970,5.67,0.2,214.29
1971,3.85,0.06,214.35
1972,2.51,0.12,214.47
1974,2.37,0.07,214.54
1975,1.61,0.05,214.59
1976,1.27,0.04,214.63
1977,1.49,0.03,214.67
1978,1.52,0.07,214.74
1979,2.75,0.04,214.79
1980,2.97,0.16,214.94
1981,3.5,0.1,215.04
1982,2.57,0.1,215.14
1983,2.42,0.06,215.2
1984,2.81,0.08,215.28
1985,3.53,0.14,215.42
1986,3.71,0.14,215.55
1987,5.0,0.1,215.65
1988,3.99,0.27,215.92
1989,3.54,0.03,215.95
1990,1.23,0.05,216.01
1991,1.77,0.03,216.04
