frame,speed_mps,dist_m,total_dist_m
1929,2.52,0.04,133.78
1930,2.05,0.08,133.86
1931,2.17,0.09,133.94
1932,1.6,0.05,133.99
1933,1.35,0.02,134.02
1934,1.04,0.06,134.08
1935,1.32,0.02,134.1
1936,1.17,0.05,134.15
1937,1.74,0.05,134.19
1938,1.56,0.08,134.27
1939,1.74,0.03,134.3
1940,1.17,0.06,134.37
1941,1.04,0.02,134.39
1942,0.98,0.02,134.41
1943,1.23,0.06,134.47
1944,1.32,0.05,134.51
1945,1.52,0.03,134.54
1946,1.25,0.08,134.62
1947,1.75,0.02,134.64
1948,1.93,0.08,134.71
1949,2.17,0.1,134.81
1950,1.78,0.04,134.85
1951,1.1,0.04,134.89
1952,0.73,0.03,134.92
1953,0.61,0.01,134.93
1954,0.53,0.03,134.95
1955,0.79,0.02,134.97
1956,0.89,0.03,135.01
1957,1.02,0.04,135.04
1958,0.76,0.03,135.08
1959,0.59,0.01,135.08
1960,0.46,0.02,135.1
1961,0.66,0.02,135.12
1962,0.84,0.03,135.15
1963,1.41,0.04,135.19
1964,1.34,0.08,135.26
1965,1.65,0.02,135.28
1966,2.12,0.07,135.35
1967,3.01,0.12,135.47
1968,3.42,0.11,135.58
1969,3.29,0.11,135.69
1970,2.53,0.11,135.8
1971,2.2,0.03,135.84
1972,2.03,0.08,135.91
1973,2.3,0.09,136.01
1974,2.04,0.06,136.07
1975,1.67,0.05,136.12
1976,1.35,0.06,136.17
1977,1.18,0.03,136.2
1978,1.85,0.03,136.23
1979,2.82,0.12,136.36
1980,3.39,0.12,136.48
1981,3.3,0.09,136.57
1982,2.3,0.12,136.69
1983,1.98,0.02,136.71
1984,2.04,0.06,136.77
1985,2.93,0.12,136.89
1986,3.43,0.11,137.01
1987,2.97,0.11,137.11
1988,2.11,0.08,137.19
1989,1.24,0.03,137.22
1990,0.77,0.02,137.24
1991,1.01,0.03,137.27
1992,1.43,0.05,137.32
1993,2.66,0.06,137.38
1994,2.6,0.15,137.53
1995,2.36,0.05,137.58
1996,1.6,0.04,137.62
1997,2.39,0.07,137.69
1998,3.54,0.13,137.82
1999,4.76,0.16,137.97
2000,4.15,0.2,138.17
2001,3.7,0.06,138.23
2002,3.98,0.11,138.34
2003,4.94,0.22,138.57
2004,5.41,0.16,138.73
2005,4.73,0.16,138.88
2006,3.92,0.15,139.04
2007,3.39,0.08,139.12
2008,3.0,0.1,139.22
2009,2.66,0.12,139.34
2010,1.85,0.04,139.38
2011,1.07,0.02,139.41
2012,0.82,0.04,139.44
2013,1.16,0.02,139.46
2014,1.55,0.06,139.52
2015,2.13,0.08,139.6
2016,2.16,0.08,139.68
2017,1.84,0.06,139.74
2018,1.27,0.05,139.78
2019,0.87,0.02,139.8
2020,0.86,0.02,139.82
2021,1.07,0.04,139.87
2022,1.26,0.04,139.91
2023,1.37,0.04,139.95
2024,1.08,0.06,140.01
2025,1.32,0.01,140.02
2026,1.26,0.06,140.08
2027,3.11,0.05,140.13
2028,4.33,0.2,140.33
2029,5.25,0.18,140.52
2030,3.48,0.14,140.66
2031,2.66,0.02,140.68
2032,2.01,0.1,140.78
2033,2.56,0.08,140.86
2034,1.94,0.08,140.94
2035,2.35,0.04,140.98
2036,1.99,0.12,141.09
2037,2.42,0.04,141.13
2038,2.49,0.08,141.22
2039,2.99,0.12,141.34
2040,3.23,0.09,141.43
2041,3.07,0.11,141.54
2042,2.51,0.11,141.65
2043,2.23,0.03,141.68
2044,2.67,0.08,141.76
2045,4.0,0.15,141.92
2046,4.19,0.17,142.08
2047,3.74,0.1,142.18
2048,2.28,0.11,142.29
2049,2.58,0.02,142.31
2050,2.31,0.13,142.44
2051,2.84,0.08,142.52
2052,2.46,0.08,142.6
2053,3.25,0.09,142.69
2054,2.96,0.16,142.85
2055,2.8,0.05,142.89
2056,1.56,0.07,142.97
2057,1.74,0.04,143.0
2058,1.47,0.07,143.07
2059,1.37,0.05,143.11
2060,0.85,0.03,143.14
2061,0.54,0.01,143.15
2062,0.5,0.01,143.17
2063,0.8,0.02,143.19
2064,0.8,0.04,143.23
2065,1.06,0.01,143.25
2066,0.76,0.05,143.29
2067,0.93,0.01,143.31
2068,1.1,0.03,143.34
2069,1.61,0.07,143.4
2070,1.74,0.07,143.47
2071,1.31,0.04,143.51
2072,0.88,0.02,143.54
2073,0.68,0.02,143.56
2074,0.88,0.02,143.58
2075,0.91,0.04,143.62
2076,1.13,0.03,143.65
2077,1.23,0.04,143.69
2078,1.23,0.05,143.75
2079,1.4,0.03,143.77
2080,1.7,0.06,143.83
2081,1.7,0.08,143.92
2082,1.99,0.03,143.94
2083,2.49,0.09,144.03
2084,2.77,0.13,144.17
2085,2.92,0.05,144.22
2086,2.55,0.11,144.33
2087,3.04,0.09,144.42
2088,2.69,0.1,144.52
2089,2.35,0.07,144.59
2090,1.61,0.06,144.66
2091,1.44,0.03,144.68
2092,1.84,0.05,144.74
2093,2.55,0.1,144.84
2094,2.23,0.1,144.94
2095,2.48,0.02,144.96
2096,2.09,0.13,145.09
2097,3.31,0.06,145.15
2098,4.28,0.14,145.29
2099,5.47,0.22,145.51
2100,5.07,0.18,145.7
2101,3.34,0.1,145.8
2102,1.76,0.05,145.85
2103,1.25,0.02,145.87
2104,1.15,0.05,145.92
2105,1.19,0.04,145.96
2106,0.91,0.03,145.99
2107,0.71,0.02,146.02
2108,0.83,0.02,146.04
2109,0.66,0.04,146.07
2110,0.87,0.01,146.08
2111,0.69,0.04,146.12
2112,0.82,0.02,146.14
2113,0.6,0.02,146.16
2114,0.46,0.02,146.18
2115,0.68,0.01,146.19
2116,0.81,0.04,146.23
2117,1.23,0.03,146.26
2118,1.02,0.05,146.31
2119,0.75,0.02,146.33
2120,0.27,0.01,146.34
2121,0.28,0.0,146.34
2122,0.82,0.02,146.36
2123,1.24,0.06,146.42
2124,1.58,0.04,146.46
2125,1.49,0.06,146.52
2126,1.35,0.05,146.57
2127,1.26,0.03,146.6
2128,1.37,0.05,146.65
2129,1.66,0.06,146.71
2130,1.64,0.06,146.76
2131,1.22,0.04,146.81
2132,0.79,0.02,146.83
2133,0.77,0.01,146.84
2134,0.77,0.04,146.89
2135,0.87,0.02,146.91
2136,0.58,0.02,146.93
2137,1.01,0.01,146.94
2138,0.98,0.06,147.01
2139,1.88,0.02,147.03
2140,1.79,0.1,147.13
2141,2.23,0.05,147.19
2142,1.53,0.07,147.25
2143,1.71,0.03,147.28
2144,1.35,0.07,147.36
2145,1.51,0.03,147.39
2146,1.14,0.05,147.44
2147,1.14,0.03,147.47
2148,0.86,0.03,147.5
2149,0.65,0.02,147.52
2150,0.36,0.01,147.54
2151,0.21,0.0,147.54
2152,0.29,0.01,147.54
2153,0.71,0.02,147.56
2154,1.69,0.04,147.61
2155,2.43,0.11,147.71
2156,2.47,0.1,147.81
2157,2.46,0.05,147.85
2158,1.71,0.1,147.96
2159,1.66,0.02,147.98
2160,0.83,0.04,148.02
2161,1.69,0.02,148.04
2162,1.52,0.11,148.15
2163,2.55,0.02,148.17
2164,2.81,0.12,148.3
2165,4.04,0.13,148.43
2166,4.39,0.15,148.58
2167,4.17,0.16,148.73
2168,3.11,0.11,148.85
2169,2.12,0.04,148.89
2170,1.67,0.06,148.95
2171,1.97,0.07,149.01
2172,2.06,0.07,149.08
2173,2.21,0.07,149.15
2174,1.85,0.08,149.23
2175,1.82,0.03,149.27
2176,1.43,0.07,149.34
2177,2.1,0.04,149.38
2178,2.36,0.1,149.48
2179,2.78,0.09,149.57
2180,1.98,0.08,149.65
2181,1.41,0.02,149.68
2182,0.92,0.04,149.71
2183,1.06,0.04,149.75
2184,0.99,0.04,149.78
2185,1.1,0.03,149.81
2186,1.19,0.05,149.86
2187,1.42,0.04,149.9
2188,1.45,0.05,149.95
2189,1.6,0.05,150.0
2190,1.63,0.06,150.06
2191,1.77,0.05,150.12
2192,1.44,0.06,150.18
2193,1.91,0.03,150.21
2194,2.2,0.1,150.31
2195,2.48,0.09,150.4
2196,2.05,0.05,150.45
2197,1.69,0.06,150.51
2198,1.41,0.06,150.57
2199,1.1,0.03,150.59
2200,1.03,0.03,150.62
2201,1.34,0.05,150.67
2202,1.55,0.06,150.73
2203,2.06,0.05,150.78
2204,1.69,0.1,150.88
2205,2.05,0.02,150.9
2206,2.17,0.08,150.98
2207,2.64,0.11,151.09
2208,2.64,0.07,151.16
2209,2.1,0.08,151.25
2210,1.41,0.06,151.3
