frame,speed_mps,dist_m,total_dist_m
995,0.21,0.02,78.06
996,0.51,0.0,78.06
997,1.22,0.03,78.09
998,1.28,0.09,78.18
999,1.22,0.01,78.18
1000,0.44,0.02,78.21
1001,0.58,0.01,78.22
1002,0.96,0.02,78.24
1003,1.31,0.06,78.3
1004,1.53,0.05,78.35
1005,1.3,0.04,78.4
1006,1.49,0.04,78.43
1007,1.68,0.07,78.5
1008,1.68,0.06,78.56
1009,1.44,0.04,78.6
1010,0.89,0.04,78.65
1011,0.96,0.01,78.65
1012,1.39,0.05,78.7
1013,2.56,0.09,78.78
1014,3.49,0.12,78.91
1015,4.02,0.14,79.05
1016,3.38,0.14,79.19
1017,2.96,0.06,79.25
1018,2.56,0.1,79.34
1019,3.04,0.1,79.44
1020,2.62,0.11,79.55
1021,2.61,0.05,79.6
1022,2.08,0.1,79.7
1023,2.28,0.05,79.76
1024,2.22,0.07,79.83
1025,2.65,0.09,79.93
1026,2.7,0.1,80.02
1027,2.54,0.08,80.1
1028,1.77,0.08,80.18
1029,2.07,0.02,80.2
1030,3.24,0.11,80.31
1031,4.33,0.19,80.5
1032,4.63,0.13,80.63
1033,3.83,0.14,80.77
1034,2.99,0.11,80.89
1035,2.93,0.04,80.93
1036,2.79,0.13,81.07
1037,2.98,0.1,81.17
1038,2.03,0.06,81.23
1039,1.96,0.04,81.27
1040,1.66,0.09,81.36
1041,2.38,0.03,81.4
1042,2.41,0.11,81.51
1043,2.89,0.1,81.6
1044,2.82,0.08,81.68
1045,2.87,0.11,81.79
1046,2.33,0.1,81.89
1047,2.34,0.03,81.92
1048,2.66,0.11,82.02
1049,3.44,0.13,82.16
1050,2.89,0.11,82.26
1051,1.79,0.05,82.31
1052,0.96,0.02,82.34
1053,0.92,0.02,82.36
1054,1.08,0.05,82.4
1055,0.92,0.04,82.44
1056,0.74,0.01,82.45
1057,0.9,0.03,82.48
1058,1.03,0.06,82.53
1059,0.99,0.02,82.55
1060,2.2,0.02,82.58
1061,3.41,0.18,82.75
1062,3.83,0.14,82.89
1063,2.13,0.07,82.96
1064,1.1,0.01,82.97
1065,0.83,0.04,83.0
1066,1.14,0.04,83.04
1067,1.73,0.04,83.08
1068,1.67,0.1,83.18
1069,2.08,0.03,83.21
1070,1.17,0.08,83.29
1071,1.18,0.01,83.3
1072,0.82,0.03,83.33
1073,1.42,0.04,83.37
1074,1.48,0.07,83.44
1075,1.51,0.04,83.48
1076,0.98,0.05,83.52
1077,0.87,0.01,83.54
1078,0.99,0.03,83.56
1079,1.07,0.06,83.62
1080,1.78,0.02,83.64
1081,2.21,0.1,83.74
1082,2.21,0.1,83.84
1083,2.63,0.02,83.86
1084,3.04,0.14,84.0
1085,3.4,0.14,84.15
1086,2.87,0.06,84.2
1087,2.18,0.09,84.29
1088,2.07,0.07,84.36
1089,1.59,0.05,84.41
1090,1.06,0.04,84.45
1091,1.02,0.02,84.47
1092,0.87,0.04,84.51
1093,1.28,0.02,84.54
1094,1.28,0.06,84.6
1095,1.45,0.04,84.64
1096,1.04,0.04,84.68
1097,0.85,0.02,84.7
1098,0.68,0.02,84.72
1099,0.76,0.02,84.75
1100,0.75,0.03,84.78
1101,0.79,0.02,84.8
1102,1.18,0.03,84.83
1103,1.31,0.07,84.9
1104,1.6,0.03,84.93
1105,1.53,0.06,84.99
1106,1.46,0.06,85.05
1107,1.65,0.03,85.08
1108,1.82,0.08,85.15
1109,2.45,0.08,85.23
1110,2.7,0.09,85.32
1111,3.14,0.1,85.42
1112,2.87,0.12,85.54
1113,3.17,0.06,85.61
1114,2.84,0.13,85.74
1115,2.99,0.09,85.83
1116,2.24,0.08,85.91
1117,1.99,0.06,85.96
1118,1.41,0.06,86.03
1119,1.55,0.02,86.05
1120,1.78,0.07,86.12
1121,2.58,0.09,86.21
1122,2.61,0.1,86.31
1123,3.33,0.07,86.38
1124,3.09,0.16,86.54
1125,4.24,0.08,86.62
1126,3.76,0.19,86.8
1127,3.9,0.11,86.91
1128,2.98,0.09,87.01
1129,2.14,0.1,87.1
1130,1.46,0.03,87.13
1131,0.62,0.02,87.15
1132,0.58,0.01,87.16
1133,0.83,0.02,87.19
1134,0.9,0.05,87.23
1135,0.88,0.02,87.25
1136,0.59,0.02,87.27
1137,0.57,0.02,87.29
1138,0.57,0.02,87.31
1139,0.45,0.02,87.33
1140,0.48,0.01,87.34
1141,0.82,0.02,87.36
1142,0.95,0.05,87.41
1143,0.99,0.02,87.43
1144,0.91,0.03,87.46
1145,0.9,0.04,87.5
1146,0.77,0.02,87.52
1147,0.7,0.01,87.54
1148,0.57,0.04,87.57
1149,1.02,0.01,87.58
1150,2.04,0.06,87.64
1151,3.33,0.14,87.78
1152,3.74,0.14,87.91
1153,2.93,0.1,88.01
1154,1.57,0.06,88.07
1155,1.2,0.0,88.07
1156,0.9,0.06,88.13
1157,1.17,0.03,88.16
1158,0.88,0.03,88.19
1159,1.59,0.03,88.22
1160,1.52,0.1,88.32
1161,1.65,0.02,88.34
1162,1.65,0.04,88.39
1163,2.44,0.1,88.49
1164,3.3,0.1,88.59
1165,3.39,0.13,88.72
1166,3.02,0.11,88.82
1167,2.35,0.06,88.89
1168,2.42,0.06,88.95
1169,2.54,0.12,89.07
1170,2.39,0.07,89.14
1171,2.15,0.05,89.19
1172,1.75,0.09,89.28
1173,1.85,0.03,89.32
1174,1.52,0.06,89.37
1175,1.64,0.06,89.43
1176,1.64,0.05,89.48
1177,1.3,0.06,89.54
1178,1.05,0.02,89.56
1179,0.54,0.02,89.59
1180,0.53,0.01,89.59
1181,0.94,0.02,89.62
1182,1.31,0.06,89.68
1183,1.78,0.04,89.72
1184,1.45,0.07,89.79
1185,2.18,0.03,89.82
1186,3.1,0.12,89.94
1187,4.4,0.16,90.11
1188,4.73,0.16,90.26
1189,4.02,0.15,90.42
1190,2.77,0.09,90.51
1191,1.56,0.03,90.54
1192,1.1,0.03,90.57
1193,1.41,0.05,90.62
1194,1.92,0.06,90.68
1195,1.71,0.08,90.76
1196,1.49,0.03,90.79
1197,0.96,0.04,90.83
1198,1.5,0.03,90.86
1199,1.61,0.08,90.94
1200,2.2,0.05,90.99
1201,2.01,0.09,91.08
1202,1.77,0.06,91.14
1203,1.77,0.03,91.17
1204,2.49,0.09,91.26
1205,3.53,0.13,91.39
1206,4.03,0.13,91.52
1207,4.8,0.14,91.66
1208,4.16,0.21,91.87
1209,3.06,0.07,91.94
1210,1.21,0.03,91.97
1211,1.2,0.02,91.99
1212,1.45,0.07,92.06
1213,1.57,0.05,92.11
1214,0.96,0.04,92.15
1215,0.75,0.01,92.15
1216,0.67,0.03,92.19
1217,0.81,0.03,92.21
1218,0.76,0.02,92.23
1219,0.98,0.03,92.26
1220,1.03,0.05,92.31
1221,1.06,0.03,92.34
1222,0.78,0.03,92.37
1223,0.84,0.02,92.39
1224,1.04,0.03,92.42
1225,1.76,0.05,92.47
1226,1.72,0.09,92.57
1227,2.14,0.03,92.59
1228,2.34,0.09,92.69
1229,3.62,0.11,92.8
1230,3.39,0.15,92.95
1231,2.9,0.07,93.02
1232,1.57,0.07,93.09
1233,1.01,0.02,93.11
1234,0.62,0.01,93.13
1235,1.12,0.03,93.15
1236,2.53,0.07,93.22
1237,3.85,0.16,93.38
1238,4.06,0.16,93.54
1239,4.17,0.09,93.63
1240,4.56,0.17,93.8
1241,5.33,0.2,93.99
1242,4.34,0.17,94.16
1243,2.43,0.07,94.23
1244,0.95,0.01,94.24
1245,0.42,0.02,94.26
1246,0.97,0.01,94.27
1247,0.97,0.06,94.33
1248,1.25,0.02,94.36
1249,0.69,0.04,94.4
1250,0.68,0.01,94.4
1251,0.48,0.02,94.42
1252,0.48,0.02,94.44
1253,0.57,0.01,94.45
1254,0.6,0.03,94.48
1255,0.6,0.02,94.5
1256,0.53,0.01,94.51
1257,0.5,0.02,94.53
1258,1.24,0.02,94.55
1259,1.46,0.08,94.64
1260,1.98,0.04,94.68
1261,1.61,0.07,94.75
1262,1.42,0.04,94.8
1263,1.3,0.02,94.82
1264,1.52,0.06,94.88
1265,1.95,0.07,94.95
1266,2.25,0.07,95.02
1267,2.09,0.09,95.11
1268,1.71,0.05,95.16
1269,1.02,0.03,95.19
1270,0.79,0.02,95.21
1271,1.32,0.03,95.24
1272,1.31,0.08,95.32
1273,1.44,0.02,95.34
1274,1.04,0.04,95.38
1275,1.12,0.04,95.42
1276,1.6,0.03,95.45
1277,1.94,0.09,95.54
1278,2.23,0.07,95.62
1279,1.92,0.06,95.68
1280,1.38,0.06,95.73
1281,1.33,0.02,95.75
1282,1.49,0.05,95.81
1283,1.86,0.07,95.88
1284,1.96,0.06,95.94
1285,1.43,0.06,96.0
1286,1.07,0.02,96.03
1287,0.56,0.02,96.05
1288,0.79,0.01,96.06
1289,0.79,0.04,96.1
1290,0.95,0.02,96.13
1291,1.17,0.03,96.16
1292,1.16,0.07,96.22
1293,1.51,0.02,96.24
1294,1.48,0.06,96.31
1295,2.08,0.06,96.37
1296,1.86,0.08,96.45
1297,1.93,0.04,96.49
1298,1.18,0.07,96.56
1299,1.01,0.01,96.57
1300,1.46,0.02,96.59
1301,1.61,0.12,96.71
1302,1.94,0.02,96.73
1303,1.74,0.06,96.79
1304,1.93,0.09,96.88
1305,1.69,0.04,96.92
1306,0.95,0.03,96.96
1307,2.18,0.02,96.98
1308,2.79,0.16,97.14
1309,3.26,0.09,97.24
1310,1.91,0.07,97.3
1311,1.21,0.03,97.33
1312,0.77,0.02,97.36
1313,1.07,0.02,97.38
1314,0.96,0.06,97.44
1315,0.78,0.01,97.45
1316,0.41,0.01,97.46
1317,0.34,0.02,97.48
1318,0.34,0.01,97.49
1319,0.38,0.01,97.49
1320,0.56,0.02,97.52
1321,0.78,0.02,97.54
1322,0.78,0.03,97.57
1323,1.16,0.02,97.6
1324,1.48,0.06,97.66
1325,1.68,0.06,97.72
1326,1.51,0.04,97.76
1327,0.97,0.05,97.81
1328,0.52,0.01,97.82
1329,0.47,0.0,97.82
1330,0.41,0.04,97.86
1331,0.41,0.0,97.86
1332,0.42,0.0,97.86
1333,0.69,0.04,97.9
1334,0.83,0.03,97.93
1335,0.88,0.01,97.94
1336,1.32,0.05,97.99
1337,1.82,0.07,98.06
1338,1.74,0.06,98.12
1339,1.37,0.04,98.16
1340,0.95,0.03,98.19
1341,0.97,0.02,98.22
1342,1.25,0.04,98.26
1343,1.26,0.06,98.32
1344,1.64,0.02,98.34
1345,1.67,0.08,98.42
1346,1.67,0.06,98.49
1347,1.69,0.02,98.51
1348,1.66,0.08,98.59
1349,1.86,0.06,98.65
1350,1.24,0.04,98.69
1351,1.24,0.02,98.72
1352,1.04,0.06,98.78
1353,1.66,0.02,98.8
1354,1.65,0.08,98.88
1355,2.06,0.06,98.94
1356,1.44,0.06,99.0
1357,0.9,0.02,99.03
1358,0.5,0.01,99.03
1359,0.69,0.02,99.05
1360,1.67,0.04,99.1
1361,2.48,0.1,99.2
1362,3.6,0.1,99.3
1363,3.73,0.15,99.46
1364,3.21,0.12,99.57
1365,3.32,0.05,99.62
1366,3.13,0.16,99.79
1367,3.39,0.1,99.89
1368,2.28,0.08,99.96
1369,1.76,0.05,100.01
1370,1.25,0.05,100.06
1371,0.94,0.03,100.09
1372,0.61,0.02,100.11
1373,1.02,0.01,100.12
1374,1.04,0.07,100.19
1375,1.25,0.02,100.21
1376,0.64,0.03,100.25
1377,1.02,0.01,100.25
1378,1.03,0.06,100.31
1379,1.87,0.04,100.35
1380,1.97,0.09,100.44
1381,3.61,0.07,100.51
1382,3.36,0.2,100.71
1383,3.12,0.07,100.78
1384,2.02,0.05,100.82
1385,2.93,0.09,100.91
1386,2.91,0.16,101.07
1387,2.7,0.05,101.11
1388,1.37,0.07,101.18
1389,1.15,0.02,101.21
1390,0.97,0.02,101.23
1391,1.18,0.05,101.28
1392,1.18,0.04,101.32
1393,0.94,0.02,101.35
1394,0.5,0.03,101.37
1395,0.34,0.0,101.37
1396,0.3,0.01,101.38
1397,0.75,0.02,101.4
1398,0.91,0.04,101.45
1399,0.98,0.02,101.47
1400,0.77,0.03,101.5
1401,1.45,0.02,101.53
1402,1.77,0.09,101.62
1403,2.33,0.06,101.68
1404,2.8,0.08,101.76
1405,3.31,0.14,101.9
1406,2.74,0.11,102.01
1407,2.05,0.02,102.03
1408,1.27,0.07,102.1
1409,1.32,0.04,102.14
1410,1.14,0.03,102.16
1411,1.0,0.05,102.22
1412,0.95,0.02,102.24
1413,1.18,0.02,102.26
1414,2.26,0.07,102.33
1415,3.78,0.13,102.46
1416,4.65,0.17,102.64
1417,4.44,0.16,102.8
1418,3.13,0.11,102.91
1419,1.94,0.04,102.95
1420,1.28,0.04,102.99
1421,1.26,0.04,103.03
1422,0.91,0.04,103.08
1423,1.4,0.01,103.08
1424,1.32,0.09,103.17
1425,2.56,0.03,103.21
1426,2.74,0.13,103.34
1427,3.4,0.11,103.45
1428,2.38,0.1,103.55
1429,1.57,0.03,103.58
1430,0.78,0.03,103.61
1431,2.9,0.02,103.63
1432,3.05,0.24,103.87
1433,3.46,0.04,103.91
1434,1.5,0.06,103.97
1435,3.32,0.04,104.02
1436,3.51,0.23,104.24
1437,3.61,0.08,104.32
1438,1.99,0.05,104.38
1439,2.87,0.06,104.44
1441,3.23,0.17,104.61
1442,3.0,0.09,104.7
1443,1.94,0.04,104.74
1444,1.68,0.06,104.81
1445,1.68,0.06,104.87
1446,1.18,0.04,104.91
1447,1.2,0.01,104.92
1448,1.0,0.06,104.99
1449,1.09,0.02,105.01
1450,1.29,0.02,105.03
1451,1.94,0.08,105.12
1452,1.97,0.09,105.2
1453,1.35,0.02,105.23
1454,0.54,0.02,105.25
1455,0.57,0.01,105.26
1456,0.41,0.03,105.29
1457,0.41,0.01,105.29
1458,0.56,0.01,105.3
1459,1.03,0.04,105.34
1460,1.1,0.05,105.4
1461,1.15,0.01,105.41
1462,1.27,0.05,105.46
1463,1.59,0.07,105.52
1464,1.52,0.05,105.57
1465,1.58,0.04,105.61
1466,1.37,0.07,105.68
1467,1.52,0.03,105.71
1468,1.14,0.05,105.76
1469,1.3,0.03,105.8
1470,1.53,0.04,105.84
1471,2.17,0.08,105.91
1472,2.03,0.1,106.01
1473,1.92,0.03,106.04
1474,1.81,0.07,106.11
1475,1.98,0.09,106.19
1476,1.94,0.04,106.24
1477,1.27,0.06,106.3
1478,1.26,0.02,106.32
1479,1.32,0.04,106.36
1480,1.31,0.07,106.43
1481,2.48,0.02,106.45
1482,2.96,0.16,106.61
1483,3.27,0.12,106.73
1484,1.94,0.05,106.78
1485,1.23,0.02,106.8
1486,1.92,0.05,106.85
1487,2.82,0.12,106.97
1488,4.3,0.12,107.09
1489,4.34,0.19,107.28
1490,3.61,0.12,107.41
1491,2.23,0.04,107.45
1492,1.59,0.06,107.5
1493,2.01,0.06,107.56
1494,2.2,0.08,107.65
1495,2.66,0.08,107.72
1496,2.14,0.11,107.83
1497,2.29,0.03,107.86
1498,3.57,0.09,107.95
1499,4.96,0.23,108.19
1500,5.17,0.17,108.36
1501,4.17,0.11,108.47
1502,2.94,0.13,108.6
1503,2.26,0.05,108.65
1504,1.19,0.04,108.7
1505,1.03,0.03,108.72
1506,1.16,0.03,108.76
1507,0.96,0.06,108.81
1508,0.83,0.01,108.82
1509,0.33,0.02,108.84
1510,0.69,0.01,108.84
1511,0.87,0.04,108.89
1512,0.81,0.04,108.93
1513,0.51,0.0,108.93
1514,0.2,0.01,108.94
1515,0.2,0.01,108.95
1516,0.26,0.0,108.95
1517,0.42,0.02,108.96
1518,0.62,0.02,108.99
1519,1.0,0.02,109.01
1520,0.84,0.06,109.07
1521,1.23,0.01,109.07
1522,1.42,0.06,109.13
1523,2.55,0.08,109.21
1524,2.6,0.12,109.33
1525,2.9,0.06,109.39
1526,2.14,0.11,109.5
1527,1.94,0.04,109.54
1528,1.29,0.04,109.58
1529,1.51,0.04,109.63
1530,1.54,0.07,109.69
1531,1.39,0.05,109.74
1532,0.87,0.03,109.77
1533,0.64,0.01,109.78
1534,0.99,0.02,109.8
1535,1.47,0.06,109.87
1536,2.44,0.06,109.93
1537,3.09,0.12,110.05
1538,2.91,0.13,110.17
1539,2.75,0.04,110.22
1540,1.91,0.11,110.32
1541,2.35,0.04,110.37
1542,2.08,0.09,110.45
1543,2.44,0.08,110.53
1544,1.87,0.08,110.61
1545,1.43,0.03,110.64
1546,1.1,0.03,110.67
1547,1.01,0.05,110.72
1548,1.13,0.02,110.74
1549,0.89,0.05,110.79
1550,0.68,0.02,110.81
1551,0.29,0.0,110.81
1552,0.49,0.01,110.81
1553,0.91,0.04,110.86
1554,1.1,0.04,110.9
1555,0.97,0.03,110.92
1556,0.77,0.03,110.95
1557,1.02,0.02,110.98
1558,1.37,0.05,111.03
1559,1.84,0.06,111.09
1560,2.33,0.07,111.16
1561,2.17,0.1,111.26
1562,1.74,0.05,111.31
1563,1.46,0.03,111.33
1564,1.98,0.07,111.41
1565,2.65,0.1,111.51
1566,3.04,0.09,111.6
1567,2.75,0.11,111.71
1568,2.06,0.07,111.78
1569,1.19,0.02,111.81
1570,0.78,0.02,111.83
1571,0.99,0.03,111.86
1572,1.65,0.05,111.9
1573,2.33,0.09,112.0
1574,2.33,0.1,112.09
1575,2.69,0.05,112.14
1576,2.74,0.13,112.26
1577,3.33,0.1,112.37
1578,3.29,0.1,112.47
1579,3.57,0.12,112.59
1580,3.19,0.13,112.72
1581,3.34,0.07,112.79
1582,3.78,0.14,112.93
1583,5.21,0.17,113.1
1584,5.42,0.21,113.31
1585,5.0,0.16,113.47
1586,3.29,0.13,113.6
1587,1.9,0.04,113.64
1588,1.08,0.02,113.66
1589,1.17,0.05,113.71
1590,1.18,0.05,113.76
1591,1.14,0.02,113.78
1592,1.04,0.05,113.82
1593,0.97,0.04,113.86
1594,0.89,0.01,113.87
1595,0.89,0.04,113.91
1596,0.96,0.04,113.95
1597,1.1,0.02,113.97
1598,0.84,0.05,114.02
1599,1.12,0.01,114.03
1600,1.03,0.05,114.08
1601,1.69,0.04,114.12
1602,1.55,0.08,114.2
1603,1.38,0.03,114.24
1604,0.71,0.03,114.26
1605,0.8,0.01,114.27
1606,0.8,0.04,114.32
1607,0.91,0.03,114.34
1608,0.87,0.02,114.37
1609,1.59,0.04,114.4
1610,1.58,0.1,114.5
1611,2.24,0.02,114.52
1612,2.24,0.1,114.63
1613,3.09,0.1,114.73
1614,2.65,0.11,114.83
1615,2.29,0.06,114.89
1616,1.45,0.06,114.95
1617,1.19,0.02,114.98
1618,0.76,0.03,115.01
1619,0.79,0.02,115.03
1620,1.28,0.03,115.06
1621,1.69,0.08,115.14
1622,1.82,0.06,115.2
1623,2.22,0.04,115.24
1624,2.81,0.12,115.36
1625,3.48,0.12,115.48
1626,3.17,0.11,115.59
1627,3.08,0.09,115.68
1628,2.14,0.11,115.79
1629,1.95,0.01,115.8
1630,1.38,0.07,115.87
1631,1.52,0.05,115.93
1632,1.06,0.03,115.95
1633,1.01,0.02,115.98
1634,0.95,0.05,116.03
1635,0.91,0.02,116.05
1636,1.03,0.02,116.07
1637,1.03,0.06,116.13
1638,1.4,0.02,116.15
1639,1.31,0.06,116.21
1640,1.17,0.05,116.26
1641,1.2,0.01,116.27
1642,1.75,0.06,116.33
1643,2.83,0.11,116.44
1644,3.57,0.11,116.55
1645,4.72,0.13,116.69
1646,4.34,0.22,116.91
1647,3.96,0.08,116.98
1648,2.64,0.1,117.08
1649,3.14,0.09,117.17
1650,3.09,0.13,117.3
1651,2.95,0.09,117.39
1652,1.89,0.08,117.47
1653,1.43,0.02,117.49
1654,1.44,0.05,117.53
1655,2.02,0.08,117.61
1656,2.44,0.08,117.69
1657,2.34,0.09,117.78
1658,1.91,0.07,117.85
1659,3.18,0.03,117.88
1660,3.39,0.22,118.1
1661,3.73,0.09,118.18
1662,2.24,0.07,118.25
1663,1.98,0.07,118.32
1664,1.51,0.06,118.38
1665,1.05,0.02,118.4
1666,2.02,0.02,118.42
1667,2.47,0.16,118.58
1668,2.67,0.07,118.65
1669,1.33,0.04,118.69
1670,0.88,0.03,118.72
1671,0.9,0.02,118.74
1672,1.03,0.04,118.78
1674,1.23,0.04,118.82
1675,1.11,0.04,118.86
1676,0.72,0.03,118.89
1677,0.78,0.0,118.89
1678,0.73,0.05,118.94
1679,0.95,0.03,118.97
1680,1.2,0.02,118.99
1681,1.62,0.07,119.06
1682,1.84,0.07,119.13
1683,1.95,0.04,119.17
1684,1.99,0.08,119.26
1685,3.09,0.07,119.33
1686,3.08,0.15,119.48
1687,2.86,0.08,119.56
1688,1.46,0.05,119.61
1689,1.18,0.01,119.63
1690,1.46,0.06,119.68
1691,2.15,0.08,119.76
1692,2.32,0.08,119.84
1693,1.96,0.07,119.91
1694,1.26,0.04,119.95
1695,1.2,0.01,119.97
1696,1.69,0.07,120.03
1697,2.9,0.09,120.12
1698,2.97,0.13,120.26
1699,3.2,0.07,120.33
1700,2.51,0.11,120.44
1701,3.03,0.06,120.51
1702,2.77,0.13,120.63
1703,2.67,0.09,120.72
1704,2.19,0.05,120.77
1705,2.08,0.08,120.85
1706,1.81,0.07,120.93
1707,1.74,0.03,120.95
1708,1.96,0.07,121.03
1709,2.46,0.1,121.12
1710,2.61,0.08,121.2
1711,3.21,0.09,121.29
1712,2.78,0.16,121.44
1713,3.19,0.03,121.48
1714,2.98,0.13,121.61
1715,3.68,0.14,121.74
1716,3.16,0.1,121.85
1717,3.08,0.08,121.92
1718,2.27,0.13,122.05
1719,2.39,0.02,122.07
1720,2.05,0.09,122.16
1721,3.38,0.09,122.25
1722,3.03,0.16,122.41
1723,5.01,0.05,122.46
1724,4.4,0.29,122.76
1725,5.2,0.1,122.85
1726,3.67,0.13,122.98
1727,4.48,0.14,123.12
1728,5.07,0.18,123.3
1729,5.64,0.19,123.49
1730,4.71,0.2,123.69
1731,3.67,0.08,123.77
1732,2.07,0.09,123.86
1733,1.67,0.04,123.9
1734,1.18,0.04,123.94
1735,1.01,0.04,123.98
1736,0.78,0.02,124.0
1737,0.92,0.02,124.01
1738,0.92,0.05,124.07
1739,0.97,0.02,124.09
1740,0.84,0.02,124.11
1741,0.87,0.04,124.15
1742,0.64,0.02,124.18
1743,0.61,0.0,124.18
1744,0.57,0.04,124.21
1745,0.79,0.02,124.23
1746,0.59,0.02,124.25
1747,0.46,0.02,124.27
1748,0.43,0.01,124.28
1749,0.82,0.02,124.3
1750,1.52,0.06,124.35
1751,1.82,0.08,124.43
1752,1.88,0.05,124.48
1753,2.43,0.06,124.54
1754,2.15,0.13,124.67
1755,2.27,0.02,124.69
1756,1.71,0.08,124.77
1757,2.08,0.08,124.85
1758,1.53,0.06,124.9
1759,1.15,0.02,124.92
1760,0.58,0.04,124.96
1761,0.58,0.0,124.96
1762,0.77,0.02,124.98
1763,1.35,0.06,125.04
1764,2.11,0.06,125.1
1765,1.95,0.1,125.19
1766,1.57,0.04,125.23
1767,1.0,0.02,125.25
1768,1.98,0.04,125.29
1769,2.57,0.14,125.43
1770,2.89,0.08,125.51
1771,2.36,0.07,125.58
1772,1.81,0.09,125.67
1773,1.76,0.02,125.69
1774,1.36,0.07,125.76
1775,1.12,0.05,125.8
1776,0.86,0.0,125.8
1777,1.08,0.04,125.84
1778,1.36,0.07,125.91
1779,1.3,0.03,125.94
1780,1.08,0.03,125.97
1781,1.87,0.05,126.02
1782,2.3,0.11,126.13
1783,2.29,0.08,126.2
1784,1.42,0.05,126.25
1785,1.06,0.02,126.27
1786,1.05,0.04,126.31
1787,1.42,0.04,126.35
1788,1.66,0.06,126.41
1789,1.92,0.06,126.47
1790,1.55,0.07,126.54
1791,1.64,0.02,126.57
1792,1.45,0.07,126.64
1793,1.99,0.05,126.69
1794,1.88,0.07,126.76
1795,1.58,0.06,126.83
1796,0.91,0.02,126.85
1797,0.9,0.01,126.86
1798,0.89,0.06,126.92
1799,1.43,0.02,126.94
1800,1.23,0.06,127.0
1801,1.65,0.04,127.04
1802,1.45,0.06,127.1
1803,1.46,0.04,127.14
1804,1.48,0.04,127.19
1805,2.34,0.06,127.25
1806,2.88,0.13,127.38
1807,2.7,0.1,127.47
1808,1.63,0.05,127.52
1809,0.88,0.02,127.54
1810,1.03,0.02,127.56
1811,1.38,0.06,127.62
1812,1.63,0.06,127.68
1813,1.35,0.05,127.72
1814,0.94,0.03,127.76
1815,0.82,0.01,127.77
1816,1.1,0.03,127.81
1817,2.15,0.06,127.87
1818,2.65,0.12,127.99
1819,3.24,0.08,128.07
1820,2.4,0.12,128.19
1821,1.9,0.03,128.23
1822,1.09,0.03,128.26
1823,1.22,0.04,128.3
1824,1.15,0.05,128.35
1825,1.45,0.03,128.38
1826,1.11,0.07,128.45
1827,1.05,0.01,128.46
1828,0.9,0.02,128.48
1829,1.87,0.05,128.54
1830,3.15,0.11,128.65
1831,3.76,0.15,128.8
1832,2.95,0.12,128.91
1833,1.96,0.03,128.94
1834,1.88,0.05,128.99
1835,2.45,0.11,129.1
1836,2.37,0.09,129.19
1837,2.11,0.04,129.23
1838,1.53,0.08,129.31
1839,1.25,0.03,129.34
1840,1.2,0.01,129.35
1841,2.16,0.08,129.43
1842,3.45,0.13,129.56
1843,4.53,0.14,129.7
1844,3.98,0.19,129.88
1845,3.99,0.07,129.95
1846,2.92,0.14,130.1
1847,2.68,0.08,130.18
1848,1.77,0.05,130.22
1849,1.19,0.05,130.28
1850,0.73,0.02,130.3
1851,0.84,0.0,130.3
1852,1.18,0.06,130.36
1853,1.61,0.05,130.41
1854,1.18,0.04,130.46
1855,1.04,0.02,130.48
1856,0.85,0.04,130.52
1857,1.23,0.02,130.54
1858,1.46,0.06,130.6
1859,1.69,0.06,130.66
1860,1.17,0.05,130.71
1861,1.35,0.01,130.72
1862,1.3,0.08,130.8
1863,1.65,0.04,130.84
1864,1.44,0.04,130.88
1865,1.84,0.06,130.94
1866,1.71,0.08,131.02
1867,1.23,0.03,131.05
1868,0.42,0.01,131.07
1869,0.2,0.0,131.07
1870,0.28,0.01,131.07
1871,0.48,0.02,131.09
1872,0.63,0.02,131.11
1873,0.66,0.02,131.14
1874,0.51,0.02,131.16
1875,0.69,0.01,131.17
1876,0.97,0.04,131.2
1877,1.47,0.05,131.26
1878,1.42,0.06,131.31
1879,1.62,0.03,131.35
1880,1.18,0.07,131.42
1881,1.31,0.01,131.43
1882,0.73,0.05,131.48
1883,1.04,0.01,131.49
1884,1.4,0.04,131.54
1885,2.52,0.08,131.62
1886,2.69,0.13,131.74
1887,2.27,0.06,131.8
1888,1.54,0.04,131.84
1889,1.46,0.05,131.9
1890,1.52,0.05,131.95
1891,1.28,0.05,132.0
1892,0.82,0.03,132.03
1893,0.63,0.01,132.03
1894,0.69,0.03,132.06
1895,0.96,0.03,132.09
1896,1.11,0.03,132.13
1897,1.01,0.04,132.17
1898,0.67,0.02,132.2
1899,0.46,0.0,132.2
1900,0.35,0.02,132.22
1901,0.6,0.01,132.23
1902,0.73,0.03,132.26
1903,0.8,0.03,132.29
1904,0.77,0.02,132.31
1905,0.96,0.02,132.33
1906,1.57,0.05,132.39
1907,2.18,0.08,132.47
1908,2.62,0.08,132.55
1909,2.25,0.1,132.65
1910,1.49,0.05,132.69
1911,0.77,0.01,132.7
1912,0.52,0.02,132.72
1913,0.66,0.02,132.75
1914,0.54,0.02,132.77
1915,0.62,0.01,132.78
1916,0.49,0.03,132.81
1917,0.55,0.01,132.81
1918,1.52,0.02,132.83
1919,2.73,0.13,132.96
1920,3.55,0.13,133.09
1921,3.2,0.1,133.19
1922,2.16,0.09,133.28
1923,1.75,0.02,133.3
1924,1.08,0.06,133.36
1925,1.65,0.02,133.39
1926,2.38,0.08,133.47
1927,3.5,0.13,133.6
1928,3.08,0.13,133.74
