frame,x,y
2007,760,851
2008,753,856
2009,749,862
2010,745,864
2011,743,863
2012,744,861
2013,745,860
2014,745,857
2015,744,853
2016,746,849
2017,749,846
2018,753,844
2019,754,843
2020,755,842
2021,758,844
2022,760,846
2023,765,847
2024,773,846
2025,775,846
2026,779,843
2027,784,841
2028,788,831
2029,795,822
2030,798,815
2031,799,814
2032,801,809
2033,812,808
2034,823,807
2035,818,806
2036,833,803
2037,839,803
2038,838,799
2039,856,798
2040,868,796
2041,881,793
2042,894,790
2043,899,790
2044,909,788
2045,929,791
2046,950,795
2047,963,793
2048,960,788
2049,959,787
2050,958,781
2051,965,778
2052,974,776
2053,983,773
2054,1002,769
2055,1008,768
2056,998,769
2057,994,770
2058,993,773
2059,991,775
2060,989,774
2061,987,774
2062,985,774
2063,985,773
2064,984,771
2065,982,771
2066,979,769
2067,977,769
2068,974,770
2069,973,773
2070,972,776
2071,972,778
2072,971,779
2073,970,780
2074,969,779
2075,969,781
2076,971,782
2077,973,784
2078,980,785
2079,982,786
2080,991,786
2081,1003,786
2082,1005,787
2083,1010,791
2084,1025,795
2085,1030,797
2086,1033,802
2087,1040,806
2088,1055,807
2089,1065,808
2090,1074,808
2091,1077,807
2092,1082,805
2093,1090,801
2094,1098,797
2095,1099,798
2096,1098,804
2097,1098,807
2098,1097,814
2099,1098,825
2100,1103,834
2101,1108,839
2102,1115,840
2103,1117,841
2104,1122,839
2105,1127,838
2106,1130,839
2107,1132,838
2108,1132,837
2109,1132,835
2110,1133,835
2111,1131,833
2112,1130,832
2113,1130,831
2114,1130,830
2115,1129,830
2116,1127,828
2117,1123,827
2118,1119,829
2119,1119,828
2120,1120,828
2121,1120,828
2122,1121,827
2123,1120,824
2124,1118,822
2125,1112,820
2126,1105,819
2127,1102,818
2128,1095,818
2129,1088,816
2130,1080,815
2131,1074,814
2132,1071,814
2133,1069,814
2134,1067,812
2135,1064,812
2136,1062,811
2137,1060,811
2138,1058,808
2139,1057,807
2140,1055,802
2141,1050,800
2142,1047,797
2143,1042,797
2144,1032,796
2145,1029,797
2146,1025,795
2147,1021,794
2148,1018,795
2149,1017,794
2150,1015,794
2151,1015,794
2152,1014,794
2153,1015,795
2154,1016,797
2155,1014,802
2156,1007,806
2157,1004,808
2158,1001,813
2159,1001,814
2160,1002,812
2161,1001,811
2162,997,806
2163,995,805
2164,985,800
2165,973,795
2166,958,790
2167,941,785
2168,928,782
2169,923,781
2170,917,779
2171,910,777
2172,906,774
2173,896,774
2174,885,773
2175,881,774
2176,879,771
2177,874,770
2178,867,766
2179,858,763
2180,848,761
2181,845,761
2182,840,761
2183,835,761
2184,830,761
2185,826,761
2186,820,762
2187,819,764
2188,815,766
2189,808,766
2190,802,768
2191,795,767
2192,786,767
2193,784,766
2194,776,770
2195,771,774
2196,764,773
2197,756,774
2198,748,774
2199,746,773
2200,742,773
2201,736,772
2202,731,770
2203,724,770
2204,714,767
2205,711,767
2206,704,764
2207,690,762
2208,681,761
2209,669,761
2210,661,761
